batch,WSI,caseID,readerID,modalityID,score,experience,experienceResident,labelROI,VTA,percentStroma,densityTILs,createDate,viewerWidth,viewerHeight,viewerMag,task,inputFileName
FDA-HTT-batch001,HTT-TILS-001-12B.ndpi,HTT-TILS-001-12B.ndpi_x56624.2190_y8480.2190,unknown5139,camic,0,100,100,Intra-Tumoral Stroma,TRUE,NA,0,2020-02-18 22:08:12,NA,NA,NA,doVTA_caMicro_v1.0,NA
FDA-HTT-batch001,HTT-TILS-001-12B.ndpi,HTT-TILS-001-12B.ndpi_x44787.2190_y54498.2190,unknown5139,camic,1,100,100,Intra-Tumoral Stroma,TRUE,NA,1,2020-02-18 22:08:33,NA,NA,NA,doVTA_caMicro_v1.0,NA
FDA-HTT-batch001,HTT-TILS-001-13B.ndpi,HTT-TILS-001-13B.ndpi_x8780.2190_y29891.2190,unknown5139,camic,1,100,100,Intra-Tumoral Stroma,TRUE,NA,1,2020-02-18 22:09:22,NA,NA,NA,doVTA_caMicro_v1.0,NA
FDA-HTT-batch001,HTT-TILS-001-13B.ndpi,HTT-TILS-001-13B.ndpi_x39235.2190_y41591.2190,unknown5139,camic,1,100,100,Intra-Tumoral Stroma,TRUE,NA,1,2020-02-18 22:10:43,NA,NA,NA,doVTA_caMicro_v1.0,NA
FDA-HTT-batch001,HTT-TILS-001-13B.ndpi,HTT-TILS-001-13B.ndpi_x8298.2190_y19567.2190,unknown5139,camic,1,100,100,Intra-Tumoral Stroma,TRUE,NA,1,2020-02-18 22:11:12,NA,NA,NA,doVTA_caMicro_v1.0,NA
FDA-HTT-batch001,HTT-TILS-001-13B.ndpi,HTT-TILS-001-13B.ndpi_x43571.2190_y14715.2190,unknown5139,camic,0,100,100,Intra-Tumoral Stroma,TRUE,NA,0,2020-02-18 22:11:33,NA,NA,NA,doVTA_caMicro_v1.0,NA
FDA-HTT-batch001,HTT-TILS-001-13B.ndpi,HTT-TILS-001-13B.ndpi_x12875.2190_y39286.2190,unknown5139,camic,1,100,100,Intra-Tumoral Stroma,TRUE,NA,1,2020-02-18 22:12:00,NA,NA,NA,doVTA_caMicro_v1.0,NA
FDA-HTT-batch001,HTT-TILS-001-13B.ndpi,HTT-TILS-001-13B.ndpi_x10432.2190_y21942.2190,unknown5139,camic,0,100,100,Intra-Tumoral Stroma,TRUE,NA,0,2020-02-18 22:13:07,NA,NA,NA,doVTA_caMicro_v1.0,NA
FDA-HTT-batch001,HTT-TILS-001-13B.ndpi,HTT-TILS-001-13B.ndpi_x12221.2190_y29065.2190,unknown5139,camic,1,100,100,Intra-Tumoral Stroma,TRUE,NA,1,2020-02-18 22:13:40,NA,NA,NA,doVTA_caMicro_v1.0,NA
FDA-HTT-batch001,HTT-TILS-001-13B.ndpi,HTT-TILS-001-13B.ndpi_x43772.2190_y62378.2190,unknown5139,camic,NA,100,100,Other Regions,FALSE,NA,NA,2020-02-18 22:14:07,NA,NA,NA,doVTA_caMicro_v1.0,NA
FDA-HTT-batch001,HTT-TILS-001-13B.ndpi,HTT-TILS-001-13B.ndpi_x40543.2190_y15059.2190,unknown5139,camic,1,100,100,Intra-Tumoral Stroma,TRUE,NA,1,2020-02-18 22:15:29,NA,NA,NA,doVTA_caMicro_v1.0,NA
FDA-HTT-batch001,HTT-TILS-001-13B.ndpi,HTT-TILS-001-13B.ndpi_x39338.2190_y23008.2190,unknown5139,camic,1,100,100,Intra-Tumoral Stroma,TRUE,NA,1,2020-02-18 22:16:08,NA,NA,NA,doVTA_caMicro_v1.0,NA
FDA-HTT-batch001,HTT-TILS-001-07B.ndpi,HTT-TILS-001-07B.ndpi_x48698.2190_y41138.2190,unknown5139,camic,1,100,100,Intra-Tumoral Stroma,TRUE,NA,1,2020-02-18 22:17:13,NA,NA,NA,doVTA_caMicro_v1.0,NA
FDA-HTT-batch001,HTT-TILS-001-07B.ndpi,HTT-TILS-001-07B.ndpi_x46616.2190_y38235.2190,unknown5139,camic,1,100,100,Intra-Tumoral Stroma,TRUE,NA,1,2020-02-18 22:17:39,NA,NA,NA,doVTA_caMicro_v1.0,NA
FDA-HTT-batch001,HTT-TILS-001-07B.ndpi,HTT-TILS-001-07B.ndpi_x43375.2190_y39654.2190,unknown5139,camic,1,100,100,Intra-Tumoral Stroma,TRUE,NA,1,2020-02-18 22:18:04,NA,NA,NA,doVTA_caMicro_v1.0,NA
FDA-HTT-batch001,HTT-TILS-001-07B.ndpi,HTT-TILS-001-07B.ndpi_x34255.2190_y34453.2190,unknown5139,camic,5,100,100,Intra-Tumoral Stroma,TRUE,NA,5,2020-02-18 22:18:47,NA,NA,NA,doVTA_caMicro_v1.0,NA
FDA-HTT-batch001,HTT-TILS-001-07B.ndpi,HTT-TILS-001-07B.ndpi_x14814.2190_y22165.2190,unknown5139,camic,5,100,100,Intra-Tumoral Stroma,TRUE,NA,5,2020-02-18 22:19:14,NA,NA,NA,doVTA_caMicro_v1.0,NA
FDA-HTT-batch001,HTT-TILS-001-07B.ndpi,HTT-TILS-001-07B.ndpi_x9361.2190_y23466.2190,unknown5139,camic,3,100,100,Intra-Tumoral Stroma,TRUE,NA,3,2020-02-18 22:19:48,NA,NA,NA,doVTA_caMicro_v1.0,NA
FDA-HTT-batch001,HTT-TILS-001-07B.ndpi,HTT-TILS-001-07B.ndpi_x26112.2190_y22842.2190,unknown5139,camic,5,100,100,Intra-Tumoral Stroma,TRUE,NA,5,2020-02-18 22:20:06,NA,NA,NA,doVTA_caMicro_v1.0,NA
FDA-HTT-batch001,HTT-TILS-001-07B.ndpi,HTT-TILS-001-07B.ndpi_x15413.2190_y24755.2190,unknown5139,camic,1,100,100,Intra-Tumoral Stroma,TRUE,NA,1,2020-02-18 22:20:23,NA,NA,NA,doVTA_caMicro_v1.0,NA
FDA-HTT-batch001,HTT-TILS-001-07B.ndpi,HTT-TILS-001-07B.ndpi_x34524.2190_y58967.2190,unknown5139,camic,NA,100,100,Other Regions,FALSE,NA,NA,2020-02-18 22:20:49,NA,NA,NA,doVTA_caMicro_v1.0,NA
FDA-HTT-batch001,HTT-TILS-001-07B.ndpi,HTT-TILS-001-07B.ndpi_x19956.2190_y23375.2190,unknown5139,camic,2,100,100,Intra-Tumoral Stroma,TRUE,NA,2,2020-02-18 22:21:09,NA,NA,NA,doVTA_caMicro_v1.0,NA
FDA-HTT-batch001,HTT-TILS-001-09B.ndpi,HTT-TILS-001-09B.ndpi_x16547.2190_y25220.2190,unknown5139,camic,1,100,100,Intra-Tumoral Stroma,TRUE,NA,1,2020-02-18 22:22:49,NA,NA,NA,doVTA_caMicro_v1.0,NA
FDA-HTT-batch001,HTT-TILS-001-09B.ndpi,HTT-TILS-001-09B.ndpi_x13110.2190_y22594.2190,unknown5139,camic,2,100,100,Intra-Tumoral Stroma,TRUE,NA,2,2020-02-18 22:23:14,NA,NA,NA,doVTA_caMicro_v1.0,NA
FDA-HTT-batch001,HTT-TILS-001-09B.ndpi,HTT-TILS-001-09B.ndpi_x23098.2190_y28725.2190,unknown5139,camic,1,100,100,Intra-Tumoral Stroma,TRUE,NA,1,2020-02-18 22:23:39,NA,NA,NA,doVTA_caMicro_v1.0,NA
FDA-HTT-batch001,HTT-TILS-001-09B.ndpi,HTT-TILS-001-09B.ndpi_x21296.2190_y13019.2190,unknown5139,camic,NA,100,100,Other Regions,FALSE,NA,NA,2020-02-18 22:23:56,NA,NA,NA,doVTA_caMicro_v1.0,NA
FDA-HTT-batch001,HTT-TILS-001-09B.ndpi,HTT-TILS-001-09B.ndpi_x26770.2190_y31772.2190,unknown5139,camic,10,100,100,Intra-Tumoral Stroma,TRUE,NA,10,2020-02-18 22:24:20,NA,NA,NA,doVTA_caMicro_v1.0,NA
FDA-HTT-batch001,HTT-TILS-001-09B.ndpi,HTT-TILS-001-09B.ndpi_x33926.2190_y19425.2190,unknown5139,camic,NA,100,100,Other Regions,FALSE,NA,NA,2020-02-18 22:24:40,NA,NA,NA,doVTA_caMicro_v1.0,NA
FDA-HTT-batch001,HTT-TILS-001-09B.ndpi,HTT-TILS-001-09B.ndpi_x13110.2190_y25394.2190,unknown5139,camic,5,100,100,Intra-Tumoral Stroma,TRUE,NA,5,2020-02-18 22:26:03,NA,NA,NA,doVTA_caMicro_v1.0,NA
FDA-HTT-batch001,HTT-TILS-001-09B.ndpi,HTT-TILS-001-09B.ndpi_x29500.2190_y15169.2190,unknown5139,camic,20,100,100,Intra-Tumoral Stroma,TRUE,NA,20,2020-02-18 22:26:51,NA,NA,NA,doVTA_caMicro_v1.0,NA
FDA-HTT-batch001,HTT-TILS-001-09B.ndpi,HTT-TILS-001-09B.ndpi_x23609.2190_y31380.2190,unknown5139,camic,1,100,100,Intra-Tumoral Stroma,TRUE,NA,1,2020-02-18 22:30:33,NA,NA,NA,doVTA_caMicro_v1.0,NA
FDA-HTT-batch001,HTT-TILS-001-09B.ndpi,HTT-TILS-001-09B.ndpi_x17118.2190_y11111.2190,unknown5139,camic,NA,100,100,Other Regions,FALSE,NA,NA,2020-02-18 22:31:01,NA,NA,NA,doVTA_caMicro_v1.0,NA
FDA-HTT-batch001,HTT-TILS-001-04B.ndpi,HTT-TILS-001-04B.ndpi_x30710.2190_y10070.2190,unknown5139,camic,1,100,100,Intra-Tumoral Stroma,TRUE,NA,1,2020-02-18 22:31:53,NA,NA,NA,doVTA_caMicro_v1.0,NA
FDA-HTT-batch001,HTT-TILS-001-04B.ndpi,HTT-TILS-001-04B.ndpi_x12634.2190_y24659.2190,unknown5139,camic,20,100,100,Intra-Tumoral Stroma,TRUE,NA,20,2020-02-18 22:32:19,NA,NA,NA,doVTA_caMicro_v1.0,NA
FDA-HTT-batch001,HTT-TILS-001-04B.ndpi,HTT-TILS-001-04B.ndpi_x52158.2190_y10487.2190,unknown5139,camic,3,100,100,Intra-Tumoral Stroma,TRUE,NA,3,2020-02-18 22:32:50,NA,NA,NA,doVTA_caMicro_v1.0,NA
FDA-HTT-batch001,HTT-TILS-001-04B.ndpi,HTT-TILS-001-04B.ndpi_x28512.2190_y30268.2190,unknown5139,camic,5,100,100,Intra-Tumoral Stroma,TRUE,NA,5,2020-02-18 22:33:18,NA,NA,NA,doVTA_caMicro_v1.0,NA
FDA-HTT-batch001,HTT-TILS-001-04B.ndpi,HTT-TILS-001-04B.ndpi_x19366.2190_y44197.2190,unknown5139,camic,5,100,100,Intra-Tumoral Stroma,TRUE,NA,5,2020-02-18 22:33:46,NA,NA,NA,doVTA_caMicro_v1.0,NA
FDA-HTT-batch001,HTT-TILS-001-04B.ndpi,HTT-TILS-001-04B.ndpi_x35484.2190_y9880.2190,unknown5139,camic,10,100,100,Intra-Tumoral Stroma,TRUE,NA,10,2020-02-18 22:35:35,NA,NA,NA,doVTA_caMicro_v1.0,NA
FDA-HTT-batch001,HTT-TILS-001-04B.ndpi,HTT-TILS-001-04B.ndpi_x24343.2190_y11775.2190,unknown5139,camic,NA,100,100,Tumor with No Intervening Stroma,FALSE,NA,NA,2020-02-18 22:35:55,NA,NA,NA,doVTA_caMicro_v1.0,NA
FDA-HTT-batch001,HTT-TILS-001-04B.ndpi,HTT-TILS-001-04B.ndpi_x26472.2190_y45352.2190,unknown5139,camic,5,100,100,Intra-Tumoral Stroma,TRUE,NA,5,2020-02-18 22:36:31,NA,NA,NA,doVTA_caMicro_v1.0,NA
FDA-HTT-batch001,HTT-TILS-001-04B.ndpi,HTT-TILS-001-04B.ndpi_x16082.2190_y26289.2190,unknown5139,camic,8,100,100,Intra-Tumoral Stroma,TRUE,NA,8,2020-02-18 22:37:38,NA,NA,NA,doVTA_caMicro_v1.0,NA
FDA-HTT-batch001,HTT-TILS-001-04B.ndpi,HTT-TILS-001-04B.ndpi_x15533.2190_y42725.2190,unknown5139,camic,20,100,100,Intra-Tumoral Stroma,TRUE,NA,20,2020-02-18 22:38:20,NA,NA,NA,doVTA_caMicro_v1.0,NA
FDA-HTT-batch001,HTT-TILS-001-03B.ndpi,HTT-TILS-001-03B.ndpi_x16884.2190_y9025.2190,unknown5139,camic,NA,100,100,Other Regions,FALSE,NA,NA,2020-02-18 22:40:11,NA,NA,NA,doVTA_caMicro_v1.0,NA
FDA-HTT-batch001,HTT-TILS-001-03B.ndpi,HTT-TILS-001-03B.ndpi_x4934.2190_y68036.2190,unknown5139,camic,NA,100,100,Tumor with No Intervening Stroma,FALSE,NA,NA,2020-02-18 22:41:18,NA,NA,NA,doVTA_caMicro_v1.0,NA
FDA-HTT-batch001,HTT-TILS-001-03B.ndpi,HTT-TILS-001-03B.ndpi_x14140.2190_y66170.2190,unknown5139,camic,1,100,100,Intra-Tumoral Stroma,TRUE,NA,1,2020-02-18 22:41:50,NA,NA,NA,doVTA_caMicro_v1.0,NA
FDA-HTT-batch001,HTT-TILS-001-03B.ndpi,HTT-TILS-001-03B.ndpi_x24760.2190_y7348.2190,unknown5139,camic,1,100,100,Intra-Tumoral Stroma,TRUE,NA,1,2020-02-18 22:42:15,NA,NA,NA,doVTA_caMicro_v1.0,NA
FDA-HTT-batch001,HTT-TILS-001-03B.ndpi,HTT-TILS-001-03B.ndpi_x31812.2190_y3110.2190,unknown5139,camic,1,100,100,Intra-Tumoral Stroma,TRUE,NA,1,2020-02-18 22:43:03,NA,NA,NA,doVTA_caMicro_v1.0,NA
FDA-HTT-batch001,HTT-TILS-001-03B.ndpi,HTT-TILS-001-03B.ndpi_x21713.2190_y6536.2190,unknown5139,camic,1,100,100,Intra-Tumoral Stroma,TRUE,NA,1,2020-02-18 22:43:43,NA,NA,NA,doVTA_caMicro_v1.0,NA
FDA-HTT-batch001,HTT-TILS-001-03B.ndpi,HTT-TILS-001-03B.ndpi_x17402.2190_y6351.2190,unknown5139,camic,NA,100,100,Other Regions,FALSE,NA,NA,2020-02-18 22:44:12,NA,NA,NA,doVTA_caMicro_v1.0,NA
FDA-HTT-batch001,HTT-TILS-001-03B.ndpi,HTT-TILS-001-03B.ndpi_x27983.2190_y6556.2190,unknown5139,camic,1,100,100,Intra-Tumoral Stroma,TRUE,NA,1,2020-02-18 22:45:24,NA,NA,NA,doVTA_caMicro_v1.0,NA
FDA-HTT-batch001,HTT-TILS-001-03B.ndpi,HTT-TILS-001-03B.ndpi_x35203.2190_y30002.2190,unknown5139,camic,NA,100,100,Other Regions,FALSE,NA,NA,2020-02-18 22:46:56,NA,NA,NA,doVTA_caMicro_v1.0,NA
FDA-HTT-batch001,HTT-TILS-001-03B.ndpi,HTT-TILS-001-03B.ndpi_x12031.2190_y69989.2190,unknown5139,camic,1,100,100,Intra-Tumoral Stroma,TRUE,NA,1,2020-02-18 22:47:18,NA,NA,NA,doVTA_caMicro_v1.0,NA
FDA-HTT-batch005,HTT-TILS-001-50B.ndpi,HTT-TILS-001-50B.ndpi_x55065.2190_y31168.2190,unknown1061,camic,10,100,100,Intra-Tumoral Stroma,TRUE,NA,10,2020-02-21 16:48:10,1430,939,NA,doVTA_caMicro_v1.0,NA
FDA-HTT-batch005,HTT-TILS-001-50B.ndpi,HTT-TILS-001-50B.ndpi_x20589.2190_y28549.2190,unknown1061,camic,15,100,100,Intra-Tumoral Stroma,TRUE,NA,15,2020-02-21 16:48:56,1430,939,NA,doVTA_caMicro_v1.0,NA
FDA-HTT-batch005,HTT-TILS-001-50B.ndpi,HTT-TILS-001-50B.ndpi_x53298.2190_y9315.2190,unknown1061,camic,1,100,100,Intra-Tumoral Stroma,TRUE,NA,1,2020-02-21 16:49:48,1430,939,NA,doVTA_caMicro_v1.0,NA
FDA-HTT-batch005,HTT-TILS-001-50B.ndpi,HTT-TILS-001-50B.ndpi_x45774.2190_y9940.2190,unknown1061,camic,1,100,100,Intra-Tumoral Stroma,TRUE,NA,1,2020-02-21 16:50:29,1430,939,NA,doVTA_caMicro_v1.0,NA
FDA-HTT-batch005,HTT-TILS-001-50B.ndpi,HTT-TILS-001-50B.ndpi_x62251.2190_y9181.2190,unknown1061,camic,4,100,100,Intra-Tumoral Stroma,TRUE,NA,4,2020-02-21 16:52:23,1430,939,NA,doVTA_caMicro_v1.0,NA
FDA-HTT-batch005,HTT-TILS-001-50B.ndpi,HTT-TILS-001-50B.ndpi_x22840.2190_y25205.2190,unknown1061,camic,6,100,100,Intra-Tumoral Stroma,TRUE,NA,6,2020-02-21 16:53:32,1430,939,NA,doVTA_caMicro_v1.0,NA
FDA-HTT-batch005,HTT-TILS-001-50B.ndpi,HTT-TILS-001-50B.ndpi_x39884.2190_y27444.2190,unknown1061,camic,NA,100,100,Tumor with No Intervening Stroma,FALSE,NA,NA,2020-02-21 16:54:09,1430,939,NA,doVTA_caMicro_v1.0,NA
FDA-HTT-batch005,HTT-TILS-001-50B.ndpi,HTT-TILS-001-50B.ndpi_x30815.2190_y10632.2190,unknown1061,camic,1,100,100,Intra-Tumoral Stroma,TRUE,NA,1,2020-02-21 16:54:32,1430,939,NA,doVTA_caMicro_v1.0,NA
FDA-HTT-batch005,HTT-TILS-001-50B.ndpi,HTT-TILS-001-50B.ndpi_x56624.2190_y12642.2190,unknown1061,camic,3,100,100,Intra-Tumoral Stroma,TRUE,NA,3,2020-02-21 16:55:07,1430,939,NA,doVTA_caMicro_v1.0,NA
FDA-HTT-batch005,HTT-TILS-001-50B.ndpi,HTT-TILS-001-50B.ndpi_x34597.2190_y27917.2190,unknown1061,camic,4,100,100,Intra-Tumoral Stroma,TRUE,NA,4,2020-02-21 16:55:56,1430,939,NA,doVTA_caMicro_v1.0,NA
FDA-HTT-batch007,HTT-TILS-001-80B.ndpi,HTT-TILS-001-80B.ndpi_x28951.2190_y10493.2190,unknown5287,camic,4,100,100,Intra-Tumoral Stroma,TRUE,NA,4,2020-02-26 23:38:48,1670,937,NA,doVTA_caMicro_v1.0,NA
FDA-HTT-batch007,HTT-TILS-001-80B.ndpi,HTT-TILS-001-80B.ndpi_x57261.2190_y59992.2190,unknown5287,camic,6,100,100,Intra-Tumoral Stroma,TRUE,NA,6,2020-02-26 23:39:12,1670,937,NA,doVTA_caMicro_v1.0,NA
FDA-HTT-batch007,HTT-TILS-001-80B.ndpi,HTT-TILS-001-80B.ndpi_x59370.2190_y11869.2190,unknown5287,camic,10,100,100,Intra-Tumoral Stroma,TRUE,NA,10,2020-02-26 23:39:38,1670,937,NA,doVTA_caMicro_v1.0,NA
FDA-HTT-batch007,HTT-TILS-001-80B.ndpi,HTT-TILS-001-80B.ndpi_x28631.2190_y33655.2190,unknown5287,camic,NA,100,100,Other Regions,FALSE,NA,NA,2020-02-26 23:39:52,1670,937,NA,doVTA_caMicro_v1.0,NA
FDA-HTT-batch007,HTT-TILS-001-80B.ndpi,HTT-TILS-001-80B.ndpi_x40806.2190_y11807.2190,unknown5287,camic,4,100,100,Intra-Tumoral Stroma,TRUE,NA,4,2020-02-26 23:40:35,1670,937,NA,doVTA_caMicro_v1.0,NA
FDA-HTT-batch007,HTT-TILS-001-80B.ndpi,HTT-TILS-001-80B.ndpi_x56330.2190_y11332.2190,unknown5287,camic,11,100,100,Intra-Tumoral Stroma,TRUE,NA,11,2020-02-26 23:41:08,1670,937,NA,doVTA_caMicro_v1.0,NA
FDA-HTT-batch007,HTT-TILS-001-80B.ndpi,HTT-TILS-001-80B.ndpi_x52173.2190_y57416.2190,unknown5287,camic,10,100,100,Intra-Tumoral Stroma,TRUE,NA,10,2020-02-26 23:41:40,1670,937,NA,doVTA_caMicro_v1.0,NA
FDA-HTT-batch007,HTT-TILS-001-80B.ndpi,HTT-TILS-001-80B.ndpi_x34568.2190_y10566.2190,unknown5287,camic,4,100,100,Intra-Tumoral Stroma,TRUE,NA,4,2020-02-26 23:42:04,1670,937,NA,doVTA_caMicro_v1.0,NA
