batch,WSI,caseID,readerID,modalityID,evaluable,densityTILs,experience,experienceResident
FDA-HTT-batch001,HTT-TILS-001-13B.ndpi,HTT-TILS-001-13B.ndpi_x8780.2190_y29891.2190,unknown5139,camic,TRUE,1,100,100
FDA-HTT-batch001,HTT-TILS-001-13B.ndpi,HTT-TILS-001-13B.ndpi_x39235.2190_y41591.2190,unknown5139,camic,TRUE,1,100,100
FDA-HTT-batch001,HTT-TILS-001-13B.ndpi,HTT-TILS-001-13B.ndpi_x8298.2190_y19567.2190,unknown5139,camic,TRUE,1,100,100
FDA-HTT-batch001,HTT-TILS-001-13B.ndpi,HTT-TILS-001-13B.ndpi_x43571.2190_y14715.2190,unknown5139,camic,TRUE,0,100,100
FDA-HTT-batch001,HTT-TILS-001-13B.ndpi,HTT-TILS-001-13B.ndpi_x12875.2190_y39286.2190,unknown5139,camic,TRUE,1,100,100
FDA-HTT-batch001,HTT-TILS-001-13B.ndpi,HTT-TILS-001-13B.ndpi_x10432.2190_y21942.2190,unknown5139,camic,TRUE,0,100,100
FDA-HTT-batch001,HTT-TILS-001-13B.ndpi,HTT-TILS-001-13B.ndpi_x12221.2190_y29065.2190,unknown5139,camic,TRUE,1,100,100
FDA-HTT-batch001,HTT-TILS-001-13B.ndpi,HTT-TILS-001-13B.ndpi_x43772.2190_y62378.2190,unknown5139,camic,FALSE,NA,100,100
FDA-HTT-batch001,HTT-TILS-001-13B.ndpi,HTT-TILS-001-13B.ndpi_x40543.2190_y15059.2190,unknown5139,camic,TRUE,1,100,100
FDA-HTT-batch001,HTT-TILS-001-13B.ndpi,HTT-TILS-001-13B.ndpi_x39338.2190_y23008.2190,unknown5139,camic,TRUE,1,100,100
FDA-HTT-batch001,HTT-TILS-001-07B.ndpi,HTT-TILS-001-07B.ndpi_x48698.2190_y41138.2190,unknown5139,camic,TRUE,1,100,100
FDA-HTT-batch001,HTT-TILS-001-07B.ndpi,HTT-TILS-001-07B.ndpi_x46616.2190_y38235.2190,unknown5139,camic,TRUE,1,100,100
FDA-HTT-batch001,HTT-TILS-001-07B.ndpi,HTT-TILS-001-07B.ndpi_x43375.2190_y39654.2190,unknown5139,camic,TRUE,1,100,100
FDA-HTT-batch001,HTT-TILS-001-07B.ndpi,HTT-TILS-001-07B.ndpi_x34255.2190_y34453.2190,unknown5139,camic,TRUE,5,100,100
FDA-HTT-batch001,HTT-TILS-001-07B.ndpi,HTT-TILS-001-07B.ndpi_x14814.2190_y22165.2190,unknown5139,camic,TRUE,5,100,100
FDA-HTT-batch001,HTT-TILS-001-07B.ndpi,HTT-TILS-001-07B.ndpi_x9361.2190_y23466.2190,unknown5139,camic,TRUE,3,100,100
FDA-HTT-batch001,HTT-TILS-001-07B.ndpi,HTT-TILS-001-07B.ndpi_x26112.2190_y22842.2190,unknown5139,camic,TRUE,5,100,100
FDA-HTT-batch001,HTT-TILS-001-07B.ndpi,HTT-TILS-001-07B.ndpi_x15413.2190_y24755.2190,unknown5139,camic,TRUE,1,100,100
FDA-HTT-batch001,HTT-TILS-001-07B.ndpi,HTT-TILS-001-07B.ndpi_x34524.2190_y58967.2190,unknown5139,camic,FALSE,NA,100,100
FDA-HTT-batch001,HTT-TILS-001-07B.ndpi,HTT-TILS-001-07B.ndpi_x19956.2190_y23375.2190,unknown5139,camic,TRUE,2,100,100
FDA-HTT-batch001,HTT-TILS-001-09B.ndpi,HTT-TILS-001-09B.ndpi_x16547.2190_y25220.2190,unknown5139,camic,TRUE,1,100,100
FDA-HTT-batch001,HTT-TILS-001-09B.ndpi,HTT-TILS-001-09B.ndpi_x13110.2190_y22594.2190,unknown5139,camic,TRUE,2,100,100
FDA-HTT-batch001,HTT-TILS-001-09B.ndpi,HTT-TILS-001-09B.ndpi_x23098.2190_y28725.2190,unknown5139,camic,TRUE,1,100,100
FDA-HTT-batch001,HTT-TILS-001-09B.ndpi,HTT-TILS-001-09B.ndpi_x21296.2190_y13019.2190,unknown5139,camic,FALSE,NA,100,100
FDA-HTT-batch001,HTT-TILS-001-09B.ndpi,HTT-TILS-001-09B.ndpi_x26770.2190_y31772.2190,unknown5139,camic,TRUE,10,100,100
FDA-HTT-batch001,HTT-TILS-001-09B.ndpi,HTT-TILS-001-09B.ndpi_x33926.2190_y19425.2190,unknown5139,camic,FALSE,NA,100,100
FDA-HTT-batch001,HTT-TILS-001-09B.ndpi,HTT-TILS-001-09B.ndpi_x13110.2190_y25394.2190,unknown5139,camic,TRUE,5,100,100
FDA-HTT-batch001,HTT-TILS-001-09B.ndpi,HTT-TILS-001-09B.ndpi_x29500.2190_y15169.2190,unknown5139,camic,TRUE,20,100,100
FDA-HTT-batch001,HTT-TILS-001-09B.ndpi,HTT-TILS-001-09B.ndpi_x23609.2190_y31380.2190,unknown5139,camic,TRUE,1,100,100
FDA-HTT-batch001,HTT-TILS-001-09B.ndpi,HTT-TILS-001-09B.ndpi_x17118.2190_y11111.2190,unknown5139,camic,FALSE,NA,100,100
FDA-HTT-batch001,HTT-TILS-001-04B.ndpi,HTT-TILS-001-04B.ndpi_x30710.2190_y10070.2190,unknown5139,camic,TRUE,1,100,100
FDA-HTT-batch001,HTT-TILS-001-04B.ndpi,HTT-TILS-001-04B.ndpi_x12634.2190_y24659.2190,unknown5139,camic,TRUE,20,100,100
FDA-HTT-batch001,HTT-TILS-001-04B.ndpi,HTT-TILS-001-04B.ndpi_x52158.2190_y10487.2190,unknown5139,camic,TRUE,3,100,100
FDA-HTT-batch001,HTT-TILS-001-04B.ndpi,HTT-TILS-001-04B.ndpi_x28512.2190_y30268.2190,unknown5139,camic,TRUE,5,100,100
FDA-HTT-batch001,HTT-TILS-001-04B.ndpi,HTT-TILS-001-04B.ndpi_x19366.2190_y44197.2190,unknown5139,camic,TRUE,5,100,100
FDA-HTT-batch001,HTT-TILS-001-04B.ndpi,HTT-TILS-001-04B.ndpi_x35484.2190_y9880.2190,unknown5139,camic,TRUE,10,100,100
FDA-HTT-batch001,HTT-TILS-001-04B.ndpi,HTT-TILS-001-04B.ndpi_x24343.2190_y11775.2190,unknown5139,camic,FALSE,NA,100,100
FDA-HTT-batch001,HTT-TILS-001-04B.ndpi,HTT-TILS-001-04B.ndpi_x26472.2190_y45352.2190,unknown5139,camic,TRUE,5,100,100
FDA-HTT-batch001,HTT-TILS-001-04B.ndpi,HTT-TILS-001-04B.ndpi_x16082.2190_y26289.2190,unknown5139,camic,TRUE,8,100,100
FDA-HTT-batch001,HTT-TILS-001-04B.ndpi,HTT-TILS-001-04B.ndpi_x15533.2190_y42725.2190,unknown5139,camic,TRUE,20,100,100
FDA-HTT-batch001,HTT-TILS-001-03B.ndpi,HTT-TILS-001-03B.ndpi_x16884.2190_y9025.2190,unknown5139,camic,FALSE,NA,100,100
FDA-HTT-batch001,HTT-TILS-001-03B.ndpi,HTT-TILS-001-03B.ndpi_x4934.2190_y68036.2190,unknown5139,camic,FALSE,NA,100,100
FDA-HTT-batch001,HTT-TILS-001-03B.ndpi,HTT-TILS-001-03B.ndpi_x14140.2190_y66170.2190,unknown5139,camic,TRUE,1,100,100
FDA-HTT-batch001,HTT-TILS-001-03B.ndpi,HTT-TILS-001-03B.ndpi_x24760.2190_y7348.2190,unknown5139,camic,TRUE,1,100,100
FDA-HTT-batch001,HTT-TILS-001-03B.ndpi,HTT-TILS-001-03B.ndpi_x31812.2190_y3110.2190,unknown5139,camic,TRUE,1,100,100
FDA-HTT-batch001,HTT-TILS-001-03B.ndpi,HTT-TILS-001-03B.ndpi_x21713.2190_y6536.2190,unknown5139,camic,TRUE,1,100,100
FDA-HTT-batch001,HTT-TILS-001-03B.ndpi,HTT-TILS-001-03B.ndpi_x17402.2190_y6351.2190,unknown5139,camic,FALSE,NA,100,100
FDA-HTT-batch001,HTT-TILS-001-03B.ndpi,HTT-TILS-001-03B.ndpi_x27983.2190_y6556.2190,unknown5139,camic,TRUE,1,100,100
FDA-HTT-batch001,HTT-TILS-001-03B.ndpi,HTT-TILS-001-03B.ndpi_x35203.2190_y30002.2190,unknown5139,camic,FALSE,NA,100,100
FDA-HTT-batch001,HTT-TILS-001-03B.ndpi,HTT-TILS-001-03B.ndpi_x12031.2190_y69989.2190,unknown5139,camic,TRUE,1,100,100
FDA-HTT-batch005,HTT-TILS-001-50B.ndpi,HTT-TILS-001-50B.ndpi_x55065.2190_y31168.2190,unknown1061,camic,TRUE,10,100,100
FDA-HTT-batch005,HTT-TILS-001-50B.ndpi,HTT-TILS-001-50B.ndpi_x20589.2190_y28549.2190,unknown1061,camic,TRUE,15,100,100
FDA-HTT-batch005,HTT-TILS-001-50B.ndpi,HTT-TILS-001-50B.ndpi_x53298.2190_y9315.2190,unknown1061,camic,TRUE,1,100,100
FDA-HTT-batch005,HTT-TILS-001-50B.ndpi,HTT-TILS-001-50B.ndpi_x45774.2190_y9940.2190,unknown1061,camic,TRUE,1,100,100
FDA-HTT-batch005,HTT-TILS-001-50B.ndpi,HTT-TILS-001-50B.ndpi_x62251.2190_y9181.2190,unknown1061,camic,TRUE,4,100,100
FDA-HTT-batch005,HTT-TILS-001-50B.ndpi,HTT-TILS-001-50B.ndpi_x22840.2190_y25205.2190,unknown1061,camic,TRUE,6,100,100
FDA-HTT-batch005,HTT-TILS-001-50B.ndpi,HTT-TILS-001-50B.ndpi_x39884.2190_y27444.2190,unknown1061,camic,FALSE,NA,100,100
FDA-HTT-batch005,HTT-TILS-001-50B.ndpi,HTT-TILS-001-50B.ndpi_x30815.2190_y10632.2190,unknown1061,camic,TRUE,1,100,100
FDA-HTT-batch005,HTT-TILS-001-50B.ndpi,HTT-TILS-001-50B.ndpi_x56624.2190_y12642.2190,unknown1061,camic,TRUE,3,100,100
FDA-HTT-batch005,HTT-TILS-001-50B.ndpi,HTT-TILS-001-50B.ndpi_x34597.2190_y27917.2190,unknown1061,camic,TRUE,4,100,100
FDA-HTT-batch007,HTT-TILS-001-80B.ndpi,HTT-TILS-001-80B.ndpi_x28951.2190_y10493.2190,unknown5287,camic,TRUE,4,100,100
FDA-HTT-batch007,HTT-TILS-001-80B.ndpi,HTT-TILS-001-80B.ndpi_x57261.2190_y59992.2190,unknown5287,camic,TRUE,6,100,100
FDA-HTT-batch007,HTT-TILS-001-80B.ndpi,HTT-TILS-001-80B.ndpi_x59370.2190_y11869.2190,unknown5287,camic,TRUE,10,100,100
FDA-HTT-batch007,HTT-TILS-001-80B.ndpi,HTT-TILS-001-80B.ndpi_x28631.2190_y33655.2190,unknown5287,camic,FALSE,NA,100,100
FDA-HTT-batch007,HTT-TILS-001-80B.ndpi,HTT-TILS-001-80B.ndpi_x40806.2190_y11807.2190,unknown5287,camic,TRUE,4,100,100
FDA-HTT-batch007,HTT-TILS-001-80B.ndpi,HTT-TILS-001-80B.ndpi_x56330.2190_y11332.2190,unknown5287,camic,TRUE,11,100,100
FDA-HTT-batch007,HTT-TILS-001-80B.ndpi,HTT-TILS-001-80B.ndpi_x52173.2190_y57416.2190,unknown5287,camic,TRUE,10,100,100
FDA-HTT-batch007,HTT-TILS-001-80B.ndpi,HTT-TILS-001-80B.ndpi_x34568.2190_y10566.2190,unknown5287,camic,TRUE,4,100,100
FDA-HTT-batch007,HTT-TILS-001-80B.ndpi,HTT-TILS-001-80B.ndpi_x51594.2190_y48657.2190,unknown5287,camic,TRUE,9,100,100
FDA-HTT-batch007,HTT-TILS-001-80B.ndpi,HTT-TILS-001-80B.ndpi_x27623.2190_y14167.2190,unknown5287,camic,TRUE,6,100,100
FDA-HTT-batch007,HTT-TILS-001-78B.ndpi,HTT-TILS-001-78B.ndpi_x42706.2190_y13129.2190,unknown5287,camic,TRUE,35,100,100
FDA-HTT-batch007,HTT-TILS-001-78B.ndpi,HTT-TILS-001-78B.ndpi_x33654.2190_y46276.2190,unknown5287,camic,TRUE,11,100,100
FDA-HTT-batch007,HTT-TILS-001-78B.ndpi,HTT-TILS-001-78B.ndpi_x15862.2190_y24534.2190,unknown5287,camic,TRUE,21,100,100
FDA-HTT-batch007,HTT-TILS-001-78B.ndpi,HTT-TILS-001-78B.ndpi_x10409.2190_y19224.2190,unknown5287,camic,TRUE,61,100,100
FDA-HTT-batch007,HTT-TILS-001-78B.ndpi,HTT-TILS-001-78B.ndpi_x72882.2190_y35327.2190,unknown5287,camic,TRUE,20,100,100
FDA-HTT-batch007,HTT-TILS-001-78B.ndpi,HTT-TILS-001-78B.ndpi_x64949.2190_y18033.2190,unknown5287,camic,TRUE,16,100,100
FDA-HTT-batch007,HTT-TILS-001-78B.ndpi,HTT-TILS-001-78B.ndpi_x69445.2190_y24217.2190,unknown5287,camic,TRUE,31,100,100
FDA-HTT-batch007,HTT-TILS-001-78B.ndpi,HTT-TILS-001-78B.ndpi_x74256.2190_y38510.2190,unknown5287,camic,TRUE,20,100,100
FDA-HTT-batch007,HTT-TILS-001-78B.ndpi,HTT-TILS-001-78B.ndpi_x35608.2190_y52268.2190,unknown5287,camic,TRUE,11,100,100
FDA-HTT-batch007,HTT-TILS-001-78B.ndpi,HTT-TILS-001-78B.ndpi_x21892.2190_y32211.2190,unknown5287,camic,TRUE,50,100,100
FDA-HTT-batch007,HTT-TILS-001-77B.ndpi,HTT-TILS-001-77B.ndpi_x5716.2190_y43763.2190,unknown5287,camic,TRUE,11,100,100
FDA-HTT-batch007,HTT-TILS-001-77B.ndpi,HTT-TILS-001-77B.ndpi_x8345.2190_y27570.2190,unknown5287,camic,TRUE,20,100,100
FDA-HTT-batch007,HTT-TILS-001-77B.ndpi,HTT-TILS-001-77B.ndpi_x40492.2190_y53742.2190,unknown5287,camic,TRUE,19,100,100
FDA-HTT-batch007,HTT-TILS-001-77B.ndpi,HTT-TILS-001-77B.ndpi_x57760.2190_y53204.2190,unknown5287,camic,TRUE,20,100,100
FDA-HTT-batch007,HTT-TILS-001-77B.ndpi,HTT-TILS-001-77B.ndpi_x33381.2190_y29900.2190,unknown5287,camic,TRUE,11,100,100
FDA-HTT-batch007,HTT-TILS-001-77B.ndpi,HTT-TILS-001-77B.ndpi_x36369.2190_y27928.2190,unknown5287,camic,TRUE,15,100,100
FDA-HTT-batch007,HTT-TILS-001-77B.ndpi,HTT-TILS-001-77B.ndpi_x23642.2190_y36055.2190,unknown5287,camic,TRUE,14,100,100
FDA-HTT-batch007,HTT-TILS-001-77B.ndpi,HTT-TILS-001-77B.ndpi_x6253.2190_y39460.2190,unknown5287,camic,TRUE,16,100,100
FDA-HTT-batch007,HTT-TILS-001-77B.ndpi,HTT-TILS-001-77B.ndpi_x48439.2190_y37608.2190,unknown5287,camic,TRUE,15,100,100
FDA-HTT-batch007,HTT-TILS-001-77B.ndpi,HTT-TILS-001-77B.ndpi_x7329.2190_y34919.2190,unknown5287,camic,TRUE,20,100,100
FDA-HTT-batch007,HTT-TILS-001-79B.ndpi,HTT-TILS-001-79B.ndpi_x27743.2190_y52910.2190,unknown5287,camic,TRUE,6,100,100
FDA-HTT-batch007,HTT-TILS-001-79B.ndpi,HTT-TILS-001-79B.ndpi_x39906.2190_y17136.2190,unknown5287,camic,TRUE,6,100,100
FDA-HTT-batch007,HTT-TILS-001-79B.ndpi,HTT-TILS-001-79B.ndpi_x44052.2190_y54722.2190,unknown5287,camic,FALSE,NA,100,100
FDA-HTT-batch007,HTT-TILS-001-79B.ndpi,HTT-TILS-001-79B.ndpi_x42302.2190_y18985.2190,unknown5287,camic,TRUE,8,100,100
FDA-HTT-batch007,HTT-TILS-001-79B.ndpi,HTT-TILS-001-79B.ndpi_x37171.2190_y16555.2190,unknown5287,camic,TRUE,6,100,100
FDA-HTT-batch007,HTT-TILS-001-79B.ndpi,HTT-TILS-001-79B.ndpi_x41953.2190_y37441.2190,unknown5287,camic,TRUE,4,100,100
FDA-HTT-batch007,HTT-TILS-001-79B.ndpi,HTT-TILS-001-79B.ndpi_x40396.2190_y35076.2190,unknown5287,camic,TRUE,5,100,100
FDA-HTT-batch007,HTT-TILS-001-79B.ndpi,HTT-TILS-001-79B.ndpi_x50217.2190_y19956.2190,unknown5287,camic,TRUE,7,100,100
FDA-HTT-batch007,HTT-TILS-001-79B.ndpi,HTT-TILS-001-79B.ndpi_x36730.2190_y33362.2190,unknown5287,camic,TRUE,7,100,100
FDA-HTT-batch007,HTT-TILS-001-79B.ndpi,HTT-TILS-001-79B.ndpi_x54393.2190_y20813.2190,unknown5287,camic,TRUE,6,100,100
FDA-HTT-batch007,HTT-TILS-001-73B.ndpi,HTT-TILS-001-73B.ndpi_x61402.2190_y44838.2190,unknown5287,camic,TRUE,12,100,100
FDA-HTT-batch007,HTT-TILS-001-73B.ndpi,HTT-TILS-001-73B.ndpi_x9050.2190_y52982.2190,unknown5287,camic,TRUE,7,100,100
FDA-HTT-batch007,HTT-TILS-001-73B.ndpi,HTT-TILS-001-73B.ndpi_x11419.2190_y44065.2190,unknown5287,camic,TRUE,7,100,100
FDA-HTT-batch007,HTT-TILS-001-73B.ndpi,HTT-TILS-001-73B.ndpi_x31666.2190_y56650.2190,unknown5287,camic,TRUE,20,100,100
FDA-HTT-batch007,HTT-TILS-001-73B.ndpi,HTT-TILS-001-73B.ndpi_x52790.2190_y37187.2190,unknown5287,camic,TRUE,11,100,100
FDA-HTT-batch007,HTT-TILS-001-73B.ndpi,HTT-TILS-001-73B.ndpi_x34892.2190_y45830.2190,unknown5287,camic,TRUE,20,100,100
FDA-HTT-batch007,HTT-TILS-001-73B.ndpi,HTT-TILS-001-73B.ndpi_x9143.2190_y47362.2190,unknown5287,camic,TRUE,10,100,100
FDA-HTT-batch007,HTT-TILS-001-73B.ndpi,HTT-TILS-001-73B.ndpi_x48954.2190_y41994.2190,unknown5287,camic,TRUE,9,100,100
FDA-HTT-batch007,HTT-TILS-001-73B.ndpi,HTT-TILS-001-73B.ndpi_x23354.2190_y51449.2190,unknown5287,camic,TRUE,11,100,100
FDA-HTT-batch007,HTT-TILS-001-73B.ndpi,HTT-TILS-001-73B.ndpi_x63142.2190_y51538.2190,unknown5287,camic,TRUE,25,100,100
FDA-HTT-batch007,HTT-TILS-001-76B.ndpi,HTT-TILS-001-76B.ndpi_x30636.2190_y78224.2190,unknown5287,camic,TRUE,25,100,100
FDA-HTT-batch007,HTT-TILS-001-76B.ndpi,HTT-TILS-001-76B.ndpi_x54754.2190_y69237.2190,unknown5287,camic,FALSE,NA,100,100
FDA-HTT-batch007,HTT-TILS-001-76B.ndpi,HTT-TILS-001-76B.ndpi_x24500.2190_y76408.2190,unknown5287,camic,TRUE,61,100,100
FDA-HTT-batch007,HTT-TILS-001-76B.ndpi,HTT-TILS-001-76B.ndpi_x27636.2190_y77456.2190,unknown5287,camic,TRUE,70,100,100
FDA-HTT-batch007,HTT-TILS-001-76B.ndpi,HTT-TILS-001-76B.ndpi_x17645.2190_y48770.2190,unknown5287,camic,TRUE,19,100,100
FDA-HTT-batch007,HTT-TILS-001-76B.ndpi,HTT-TILS-001-76B.ndpi_x15338.2190_y44740.2190,unknown5287,camic,TRUE,21,100,100
FDA-HTT-batch007,HTT-TILS-001-76B.ndpi,HTT-TILS-001-76B.ndpi_x29068.2190_y50307.2190,unknown5287,camic,TRUE,20,100,100
FDA-HTT-batch007,HTT-TILS-001-76B.ndpi,HTT-TILS-001-76B.ndpi_x29074.2190_y53487.2190,unknown5287,camic,TRUE,20,100,100
FDA-HTT-batch007,HTT-TILS-001-76B.ndpi,HTT-TILS-001-76B.ndpi_x31228.2190_y52363.2190,unknown5287,camic,TRUE,31,100,100
FDA-HTT-batch007,HTT-TILS-001-76B.ndpi,HTT-TILS-001-76B.ndpi_x16170.2190_y42769.2190,unknown5287,camic,TRUE,16,100,100
FDA-HTT-batch007,HTT-TILS-001-75B.ndpi,HTT-TILS-001-75B.ndpi_x52486.2190_y53215.2190,unknown5287,camic,TRUE,6,100,100
FDA-HTT-batch007,HTT-TILS-001-75B.ndpi,HTT-TILS-001-75B.ndpi_x59279.2190_y52623.2190,unknown5287,camic,TRUE,6,100,100
FDA-HTT-batch007,HTT-TILS-001-75B.ndpi,HTT-TILS-001-75B.ndpi_x50338.2190_y55778.2190,unknown5287,camic,TRUE,6,100,100
FDA-HTT-batch007,HTT-TILS-001-75B.ndpi,HTT-TILS-001-75B.ndpi_x56605.2190_y53565.2190,unknown5287,camic,TRUE,5,100,100
FDA-HTT-batch007,HTT-TILS-001-75B.ndpi,HTT-TILS-001-75B.ndpi_x38242.2190_y57422.2190,unknown5287,camic,TRUE,6,100,100
FDA-HTT-batch007,HTT-TILS-001-75B.ndpi,HTT-TILS-001-75B.ndpi_x66203.2190_y51812.2190,unknown5287,camic,TRUE,6,100,100
FDA-HTT-batch007,HTT-TILS-001-75B.ndpi,HTT-TILS-001-75B.ndpi_x43611.2190_y57028.2190,unknown5287,camic,TRUE,4,100,100
FDA-HTT-batch007,HTT-TILS-001-75B.ndpi,HTT-TILS-001-75B.ndpi_x40872.2190_y55099.2190,unknown5287,camic,TRUE,5,100,100
FDA-HTT-batch007,HTT-TILS-001-75B.ndpi,HTT-TILS-001-75B.ndpi_x47468.2190_y53960.2190,unknown5287,camic,TRUE,5,100,100
FDA-HTT-batch007,HTT-TILS-001-75B.ndpi,HTT-TILS-001-75B.ndpi_x62741.2190_y52448.2190,unknown5287,camic,TRUE,6,100,100
FDA-HTT-batch007,HTT-TILS-001-72B.ndpi,HTT-TILS-001-72B.ndpi_x19553.2190_y11723.2190,unknown5287,camic,TRUE,4,100,100
FDA-HTT-batch007,HTT-TILS-001-72B.ndpi,HTT-TILS-001-72B.ndpi_x17850.2190_y16175.2190,unknown5287,camic,TRUE,4,100,100
FDA-HTT-batch007,HTT-TILS-001-72B.ndpi,HTT-TILS-001-72B.ndpi_x12502.2190_y15488.2190,unknown5287,camic,TRUE,9,100,100
FDA-HTT-batch007,HTT-TILS-001-72B.ndpi,HTT-TILS-001-72B.ndpi_x41124.2190_y7032.2190,unknown5287,camic,FALSE,NA,100,100
FDA-HTT-batch007,HTT-TILS-001-72B.ndpi,HTT-TILS-001-72B.ndpi_x24034.2190_y12978.2190,unknown5287,camic,TRUE,5,100,100
FDA-HTT-batch007,HTT-TILS-001-72B.ndpi,HTT-TILS-001-72B.ndpi_x30159.2190_y9572.2190,unknown5287,camic,TRUE,4,100,100
FDA-HTT-batch007,HTT-TILS-001-72B.ndpi,HTT-TILS-001-72B.ndpi_x24662.2190_y9781.2190,unknown5287,camic,TRUE,4,100,100
FDA-HTT-batch007,HTT-TILS-001-72B.ndpi,HTT-TILS-001-72B.ndpi_x27650.2190_y11783.2190,unknown5287,camic,TRUE,7,100,100
FDA-HTT-batch007,HTT-TILS-001-72B.ndpi,HTT-TILS-001-72B.ndpi_x21166.2190_y14860.2190,unknown5287,camic,TRUE,4,100,100
